kanji	on_readings	kun_readings	stroke_count	meanings	name_readings	heisig_en	jlpt	grade	notes	unicode
拐	['カイ']	[]	8	['falsify', 'kidnap']	[]	kidnap	1	8	[]	62D0
駄	['タ', 'ダ']	[]	14	['burdensome', 'horse load', 'pack horse', 'send by horse', 'trivial', 'worthless']	[]	burdensome	1	8	[]	99C4
添	['テン']	['そ.う', 'そ.える']	11	['accompany', 'annexed', 'append', 'attach', 'garnish', 'imitate', 'marry', 'meet', 'satisfy', 'suit']	['そえ', 'ぞい']	annexed	1	8	[]	6DFB
冠	['カン']	['かんむり']	9	['best', 'crown', 'peerless']	['か', 'かっぷ', 'まさる']	crown	1	8	[]	51A0
斜	['シャ']	['なな.め', 'はす']	11	['diagonal', 'oblique', 'slanting']	[]	diagonal	1	8	[]	659C
鏡	['キョウ', 'ケイ']	['かがみ']	19	['barrel-head', 'mirror', 'round rice-cake offering', 'speculum']	['あき', 'かが', 'かがん']	mirror	1	4	[]	93E1
聡	['ソウ']	['さと.い', 'みみざと.い']	14	['fast learner', 'wise']	['あき', 'あきら', 'さた', 'さと', 'さとし', 'さとる', 'とし', 'みのる']	attentive	1	9	[]	8061
浪	['ロウ']	[]	10	['billows', 'reckless', 'unrestrained', 'wandering', 'waves']	['なに', 'なみ']	wandering	1	8	[]	6D6A
亜	['ア']	['つ.ぐ']	7	['-ous', 'Asia', 'come after', 'rank next']	['つぎ', 'つぐ', 'や']	Asia	1	8	[]	4E9C
覧	['ラン']	['み.る']	17	['perusal', 'see']	[]	perusal	1	6	[]	89A7
詐	['サ']	['いつわ.る']	12	['deceive', 'falsehood', 'lie', 'pretend']	[]	lie	1	8	[]	8A50
壇	['タン', 'ダン']	[]	16	['podium', 'rostrum', 'stage', 'terrace']	[]	podium	1	8	[]	58C7
勲	['クン']	['いさお']	15	['merit', 'meritorious deed']	['いさむ']	meritorious deed	1	8	[]	52F2
魔	['マ']	[]	21	['demon', 'evil spirit', 'witch']	[]	witch	1	8	[]	9B54
酬	['シュ', 'シュウ', 'トウ']	['むく.いる']	13	['repay', 'retribution', 'reward']	[]	repay	1	8	[]	916C
紫	['シ']	['むらさき']	12	['purple', 'violet']	['さい', 'ゆかり']	purple	1	8	[]	7D2B
曙	['ショ']	['あけぼの']	17	['dawn', 'daybreak']	[]	dawn	1	9	[]	66D9
紋	['モン']	[]	10	['family crest', 'figures']	['あや']	family crest	1	8	[]	7D0B
卸	['シャ']	['おろ.し', 'おろ.す', 'おろし']	9	['wholesale']	[]	wholesale	1	8	[]	5378
奮	['フン']	['ふる.う']	16	['be invigorated', 'flourish', 'stirred up']	[]	stirred up	1	6	[]	596E
欄	['ラン']	['てすり']	20	['blank', 'column', 'handrail', 'space']	[]	column	1	8	[]	6B04
逸	['イツ']	['そ.らす', 'そ.れる', 'はぐ.れる']	11	['deviate', 'diverge', 'elude', 'evade', 'idleness', 'leisure', 'miss the mark', 'parry']	['いっ', 'はや', 'へん']	deviate/elude	1	8	[]	9038
涯	['ガイ']	['はて']	11	['bound', 'horizon', 'limit', 'shore']	[]	horizon	1	8	[]	6DAF
拓	['タク']	['ひら.く']	8	['break up (land)', 'clear (the land)', 'open']	['つ', 'ひろ']	clear (the land)	1	8	[]	62D3
眼	['ガン', 'ゲン']	['まなこ', 'め']	11	['eyeball']	[]	eyeball	1	5	[]	773C
獄	['ゴク']	[]	14	['jail', 'prison']	[]	prison	1	8	[]	7344
尚	['ショウ']	['なお']	8	['esteem', 'furthermore', 'still', 'yet']	['たか', 'たかし', 'ないし', 'なり', 'ひさ', 'ひさし']	esteem	1	8	[]	5C1A
彫	['チョウ']	['-ぼ.り', 'ほ.る']	11	['carve', 'chisel', 'engrave']	[]	carve	1	8	[]	5F6B
穏	['オン']	['おだ.やか']	16	['calm', 'moderation', 'quiet']	[]	calm	1	8	[]	7A4F
顕	['ケン']	['あきらか', 'あらわ.れる']	18	['appear', 'existing']	['あき', 'あきら']	appear	1	8	[]	9855
巧	['コウ']	['うま.い', 'たく.み', 'たく.む']	5	['adroit', 'ingenuity', 'skilled']	['かつ', 'たくみ', 'よし']	adroit	1	8	[]	5DE7
矛	['ボウ', 'ム']	['ほこ']	5	['arms', 'festival float', 'halberd']	[]	halberd	1	8	[]	77DB
垣	['エン']	['かき']	9	['fence', 'hedge', 'wall']	['がい']	hedge	1	8	[]	57A3
欺	['ギ']	['あざむ.く']	12	['cheat', 'deceit', 'delude']	[]	deceit	1	8	[]	6B3A
釣	['チョウ']	['つ.り', 'つ.り-', 'つ.る']	11	['allure', 'angling', 'catch', 'ensnare', 'fish']	['つり']	angling	1	8	[]	91E3
萩	['シュウ']	['はぎ']	12	['bush clover']	['は']	bush clover	1	9	[]	8429
粛	['シュク', 'スク']	['つつし.む']	11	['quietly', 'softly', 'solemn']	[]	solemn	1	8	[]	7C9B
栗	['リ', 'リツ']	['おののく', 'くり']	10	['chestnut']	['くる', 'りっ']	chestnut	1	9	[]	6817
愚	['グ']	['おろ.か']	13	['absurdity', 'folly', 'foolish', 'stupid']	[]	foolish	1	8	[]	611A
嘉	['カ']	['よい', 'よみ.する']	14	['applaud', 'auspicious', 'esteem', 'happy', 'praise']	['かず', 'ひろ', 'よ', 'よし', 'よしみ']	applaud	1	9	[]	5609
遭	['ソウ']	['あ.う', 'あ.わせる']	14	['association', 'encounter', 'interview', 'join', 'meet', 'party']	[]	encounter	1	8	[]	906D
架	['カ']	['か.かる', 'か.ける']	9	['construct', 'erect', 'frame', 'mount', 'shelf', 'support']	[]	erect	1	8	[]	67B6
鬼	['キ']	['おに', 'おに-']	10	['devil', 'ghost']	[]	ghost	1	8	[]	9B3C
庶	['ショ']	[]	11	['all', 'bastard', 'commoner']	[]	commoner	1	8	[]	5EB6
稚	['ジ', 'チ']	['いとけない', 'おくて', 'おさない', 'おでる']	13	['immature', 'young']	['まさ', 'わか', 'わく', 'わっか']	immature	1	8	[]	7A1A
滋	['シ', 'ジ']	[]	12	['be luxuriant', 'more & more', 'nourishing', 'planting', 'turbidity']	['し', 'しげ', 'しげる']	nourishing	1	8	[]	6ECB
幻	['ゲン']	['まぼろし']	4	['apparition', 'dream', 'illusion', 'phantasm', 'vision']	[]	phantasm	1	8	[]	5E7B
煮	['シャ']	['-に', 'に.える', 'に.やす', 'に.る']	12	['boil', 'cook']	[]	boil	1	8	[]	716E
姫	['キ']	['ひめ', 'ひめ-']	10	['princess']	[]	princess	1	8	[]	59EB
誓	['セイ']	['ちか.う']	14	['pledge', 'swear', 'vow']	[]	vow	1	8	[]	8A93
把	['ハ', 'ワ']	[]	7	['bunch', 'counter for bundles', 'faggot', 'grasp']	['たば']	grasp	1	8	[]	628A
践	['セン']	['ふ.む']	13	['carry through', 'practice', 'step on', 'trample', 'tread']	[]	tread	1	8	[]	8DF5
呈	['テイ']	[]	7	['display', 'exhibit', 'offer', 'present', 'send']	[]	display	1	8	[]	5448
疎	['ショ', 'ソ']	['うと.い', 'うと.む', 'まば.ら']	12	['alienate', 'neglect', 'penetrate', 'rough', 'shun', 'sparse']	[]	alienate	1	8	[]	758E
仰	['ギョウ', 'コウ']	['あお.ぐ', 'お.っしゃる', 'おお.せ', 'おっしゃ.る']	6	['depend', 'drink', 'face-up', 'look up', 'respect', 'revere', 'seek', 'take']	[]	face-up	1	8	[]	4EF0
剛	['ゴウ']	[]	10	['strength', 'sturdy']	['かた', 'こう', 'ご', 'たか', 'たけ', 'たけし', 'つよ', 'つよし', 'ひさ', 'まさ', 'よし']	sturdy	1	8	[]	525B
疾	['シツ']	['はや.い']	10	['rapidly']	[]	rapidly	1	8	[]	75BE
征	['セイ']	[]	8	['attack the rebellious', 'collect taxes', 'subjugate']	['いく', 'そ', 'ただ', 'まさ', 'ゆき']	subjugate	1	8	[]	5F81
砕	['サイ']	['くだ.く', 'くだ.ける']	9	['break', 'crush', 'familiar', 'popular', 'smash']	[]	smash	1	8	[]	7815
謡	['ヨウ']	['うた.い', 'うた.う']	16	['ballad', 'noh chanting', 'sing', 'song']	[]	Noh chanting	1	8	[]	8B21
嫁	['カ']	['い.く', 'とつ.ぐ', 'ゆ.く', 'よめ']	13	['bride', 'marry into']	[]	marry into	1	8	[]	5AC1
謙	['ケン']	['へりくだ.る']	17	['be modest', 'condescend', 'humble oneself', 'self-effacing']	['かね', 'ゆずる']	self-effacing	1	8	[]	8B19
后	['コウ', 'ゴ']	['きさき']	6	['after', 'back', 'behind', 'empress', 'later', 'queen']	[]	empress	1	6	[]	540E
嘆	['タン']	['なげ.かわしい', 'なげ.く']	13	['grieve', 'lament', 'moan', 'sigh', 'sigh of admiration']	[]	sigh	1	8	[]	5606
菌	['キン']	[]	11	['bacteria', 'fungus', 'germ']	[]	germ	1	8	[]	83CC
鎌	['ケン', 'レン']	['かま']	18	['scythe', 'sickle', 'trick']	['かた', 'かね']	sickle	1	8	[]	938C
巣	['ソウ']	['す', 'す.くう']	11	['cobweb', 'den', 'hive', 'nest', 'rookery']	[]	nest	1	4	[]	5DE3
頻	['ヒン']	['しき.りに']	17	['recur', 'repeatedly']	[]	repeatedly	1	8	[]	983B
琴	['キン', 'ゴン']	['こと']	12	['harp', 'koto']	[]	harp	1	8	[]	7434
班	['ハン']	[]	10	['corps', 'group', 'squad', 'unit']	[]	squad	1	6	[]	73ED
棚	['ホウ']	['-だな', 'たな']	12	['ledge', 'mantle', 'mount', 'rack', 'shelf', 'trellis']	[]	shelf	1	8	[]	68DA
潔	['ケツ']	['いさぎよ.い']	15	['clean', 'gallant', 'pure', 'righteous', 'undefiled']	['きよ', 'きよし']	undefiled	1	5	[]	6F54
酷	['コク']	['ひど.い']	14	['atrocious', 'cruel', 'severe', 'unjust']	[]	cruel	1	8	[]	9177
宰	['サイ']	[]	10	['manager', 'rule', 'superintend']	['ただ']	superintend	1	8	[]	5BB0
廊	['ロウ']	[]	12	['corridor', 'hall', 'tower']	[]	corridor	1	8	[]	5ECA
寂	['ジャク', 'セキ']	['さび', 'さび.しい', 'さび.れる', 'さみ.しい']	11	['death of a priest', 'loneliness', 'mature', 'mellow', 'quietly']	[]	loneliness	1	8	[]	5BC2
辰	['シン', 'ジン']	['たつ']	7	['7-9AM', 'fifth sign of Chinese zodiac', 'shin dragon radical (no. 161)', 'sign of the dragon']	['とき', 'のぶ', 'のぶる']	sign of the dragon	1	9	[]	8FB0
霞	['カ', 'ゲ']	['かす.む', 'かすみ']	17	['be hazy', 'blurred', 'grow dim']	[]	haze	1	9	[]	971E
伏	['フク']	['ふ.す', 'ふ.せる']	6	['bend down', 'bow', 'cover', 'lay (pipes)', 'prostrated']	['ふし', 'ふせ']	prostrated	1	8	[]	4F0F
碁	['ゴ']	[]	13	['Go']	[]	Go	1	8	[]	7881
俗	['ゾク']	[]	9	['customs', 'manners', 'mundane things', 'vulgar', 'worldliness']	[]	vulgar	1	8	[]	4FD7
漠	['バク']	[]	13	['desert', 'obscure', 'vague', 'wide']	[]	vague	1	8	[]	6F20
邪	['ジャ']	['よこし.ま']	8	['injustice', 'wicked', 'wrong']	[]	wicked	1	8	[]	90AA
晶	['ショウ']	[]	12	['clear', 'crystal', 'sparkle']	['あ', 'あき', 'あきら', 'ひかり', 'まさ']	sparkle	1	8	[]	6676
墨	['ボク']	['すみ']	14	['India ink', 'Mexico', 'black ink', 'ink stick']	['すの']	black ink	1	8	[]	58A8
鎮	['チン']	['おさえ', 'しず.まる', 'しず.める']	18	['ancient peace-preservation centers', 'tranquilize']	['しげ', 'しん', 'じん', 'ちか']	tranquilize	1	8	[]	93AE
洞	['ドウ']	['ほら']	9	['cave', 'den', 'excavation']	['とう']	den	1	8	[]	6D1E
履	['リ']	['は.く']	15	['boots', 'complete', 'footgear', 'perform', 'put on (the feet)', 'shoes']	[]	footgear	1	8	[]	5C65
劣	['レツ']	['おと.る']	6	['be inferior to', 'be worse', 'inferiority']	[]	inferiority	1	8	[]	52A3
那	['ダ', 'ナ']	['いかん', 'なに', 'なんぞ']	7	['what?']	['とも', 'やす']	interrogative	1	8	[]	90A3
殴	['オウ']	['なぐ.る']	8	['assault', 'beat', 'hit', 'thrash']	[]	assault	1	8	[]	6BB4
娠	['シン']	[]	10	['pregnancy', 'with child']	[]	with child	1	8	[]	5A20
奉	['ブ', 'ホウ']	['たてまつ.る', 'ほう.ずる', 'まつ.る']	8	['dedicate', 'observance', 'offer', 'present']	['とも', 'やす']	observance/dedicate	1	8	[]	5949
憂	['ユウ']	['う.い', 'う.き', 'うれ.い', 'うれ.える']	15	['be anxious', 'grieve', 'lament', 'melancholy', 'sad', 'unhappy']	['ゆ']	melancholy	1	8	[]	6182
朴	['ボク']	['えのき', 'ほう', 'ほお']	6	['crude', 'docile', 'plain', 'simple']	[]	crude	1	8	[]	6734
亭	['チン', 'テイ']	[]	9	['arbor', 'cottage', 'mansion', 'music hall', 'pavilion', 'restaurant', 'stage name', 'vaudeville']	[]	pavilion	1	8	[]	4EAD
淳	['シュン', 'ジュン']	['あつ.い']	11	['pure']	['あつ', 'あつし', 'きよ', 'きよし', 'すなお', 'まこと']	immaculate	1	9	[]	6DF3
怪	['カイ', 'ケ']	['あや.しい', 'あや.しむ']	8	['apparition', 'mystery', 'suspicious']	[]	suspicious	1	8	[]	602A
鳩	['キュウ', 'ク']	['あつ.める', 'はと']	13	['dove', 'pigeon']	['やす']	pigeon	1	9	[]	9CE9
酔	['スイ']	['よ', 'よ.い', 'よ.う']	11	['drunk', 'elated', 'feel sick', 'poisoned', 'spellbound']	['よい']	drunk	1	8	[]	9154
惜	['セキ']	['お.しい', 'お.しむ']	11	['be sparing of', 'frugal', 'pity', 'regret', 'stingy']	[]	pity	1	8	[]	60DC
穫	['カク']	[]	18	['harvest', 'reap']	[]	harvest	1	8	[]	7A6B
佳	['カ']	[]	8	['beautiful', 'excellent', 'good', 'pleasing', 'skilled']	['けい', 'よし']	excellent	1	8	[]	4F73
潤	['ジュン']	['うる.む', 'うるお.う', 'うるお.す']	15	['be watered', 'charm', 'favor', 'profit by', 'receive benefits', 'steep', 'wet']	['めぐみ']	wet	1	8	[]	6F64
悼	['トウ']	['いた.む']	11	['grieve over', 'lament']	[]	lament	1	8	[]	60BC
乏	['ボウ']	['とぼ.しい', 'とも.しい']	4	['destitution', 'limited', 'scarce']	[]	destitution	1	8	[]	4E4F
該	['ガイ']	[]	13	['above-stated', 'that specific', 'the said']	[]	above-stated	1	8	[]	8A72
赴	['フ']	['おもむ.く']	9	['become', 'get', 'proceed', 'tend']	[]	proceed	1	8	[]	8D74
桑	['ソウ']	['くわ']	10	['mulberry']	['こ']	mulberry	1	8	[]	6851
桂	['ケイ']	['かつら']	10	['Japanese Judas-tree', 'cinnamon tree']	['か', 'かつ', 'よし']	Japanese Judas-tree	1	9	[]	6842
髄	['ズイ']	[]	19	['essence', 'marrow', 'pith']	[]	marrow	1	8	[]	9AC4
虎	['コ']	['とら']	8	['drunkard', 'tiger']	['たけ']	tiger	1	8	[]	864E
盆	['ボン']	[]	9	['basin', 'lantern festival', 'tray']	[]	basin	1	8	[]	76C6
晋	['シン']	['すす.む']	10	['advance']	['くに', 'すすみ', 'すすむ', 'のぶ', 'ゆき']	progress	1	9	[]	664B
穂	['スイ']	['ほ']	15	['crest (wave)', 'ear', 'ear (grain)', 'head']	['お', 'こう', 'のり', 'ほい']	ear (of a plant)	1	8	[]	7A42
壮	['ソウ']	['さかん']	6	['manhood', 'prosperity', 'robust']	['つよし']	robust	1	8	[]	58EE
堤	['テイ']	['つつみ']	12	['bank', 'dike', 'embankment']	[]	dike	1	8	[]	5824
飢	['キ']	['う.える']	10	['hungry', 'starve']	[]	hungry	1	8	[]	98E2
傍	['ボウ']	['おか-', 'かたわ.ら', 'そば', 'はた', 'わき']	12	['besides', 'bystander', 'nearby', 'side', 'third person', 'while']	['び']	bystander	1	8	[]	508D
疫	['エキ', 'ヤク']	[]	9	['epidemic']	[]	epidemic	1	8	[]	75AB
累	['ルイ']	[]	11	['accumulate', 'continually', 'involvement', 'tie up', 'trouble']	[]	accumulate	1	8	[]	7D2F
痴	['チ']	['おろか', 'し.れる']	13	['foolish', 'stupid']	[]	stupid	1	8	[]	75F4
搬	['ハン']	[]	13	['carry', 'conveyor', 'transport']	[]	conveyor	1	8	[]	642C
晃	['コウ']	['あきらか']	10	['clear']	['あき', 'あきら', 'てる', 'ひかる', 'みつ']	limpid	1	9	[]	6643
癒	['ユ']	['い.える', 'い.やす', 'いや.す']	18	['cure', 'healing', 'quench (thirst)', 'wreak']	[]	healing	1	8	[]	7652
桐	['トウ', 'ドウ']	['きり']	10	['paulownia']	['き', 'ひさ']	paulownia	1	9	[]	6850
寸	['スン']	[]	3	['a little', 'measurement', 'small', 'tenth of a shaku']	['す', 'みき']	measurement	1	6	[]	5BF8
郭	['カク']	['くるわ']	11	['enclosure', 'fortification', 'quarters', 'red-light district']	['ひろ']	enclosure	1	8	[]	90ED
尿	['ニョウ']	['いばり', 'しと', 'ゆばり']	7	['urine']	[]	urine	1	8	[]	5C3F
凶	['キョウ']	[]	4	['bad luck', 'disaster', 'evil', 'villain']	[]	villain	1	8	[]	51F6
吐	['ト']	['つ.く', 'は.く']	6	['belch', 'confess', 'spit', 'tell (lies)', 'vomit']	[]	spit	1	8	[]	5410
宴	['エン']	['うたげ']	10	['banquet', 'feast', 'party']	['うた', 'やす']	banquet	1	8	[]	5BB4
鷹	['オウ', 'ヨウ']	['たか']	24	['hawk']	[]	hawk	1	9	[]	9DF9
賓	['ヒン']	[]	15	['V.I.P.', 'guest']	[]	V.I.P.	1	8	[]	8CD3
虜	['リョ', 'ロ']	['とりく', 'とりこ']	13	['barbarian', 'captive', 'low epithet for the enemy']	[]	captive	1	8	[]	865C
陶	['トウ']	['すえ']	11	['porcelain', 'pottery']	['す']	pottery	1	8	[]	9676
鐘	['ショウ']	['かね']	20	['bell', 'chimes', 'gong']	[]	bell	1	8	[]	9418
憾	['カン']	['うら.む']	16	['be sorry', 'regret', 'remorse']	[]	remorse	1	8	[]	61BE
猪	['チョ']	['い', 'いのしし']	11	['boar']	['いの']	boar	1	9	[]	732A
紘	['コウ']	['おおづな', 'つな', 'つなぐ']	10	['large']	['ひろ', 'ひろし']	chinstrap	1	9	[]	7D18
磁	['ジ']	[]	14	['magnet', 'porcelain']	[]	magnet	1	6	[]	78C1
弥	['ビ', 'ミ']	['いや', 'いよ.いよ', 'や', 'わた.る']	8	['all the more', 'increasingly']	['ひろ', 'みつ', 'よ', 'わたる']	more and more	1	8	[]	5F25
昆	['コン']	[]	8	['descendants', 'elder brother', 'insect']	[]	descendants	1	8	[]	6606
粗	['ソ']	['あら-', 'あら.い']	11	['coarse', 'rough', 'rugged']	[]	coarse	1	8	[]	7C97
訂	['テイ']	['ただ.す']	9	['correct', 'decide', 'revise']	[]	revise	1	8	[]	8A02
芽	['ガ']	['め']	8	['bud', 'germ', 'spear', 'sprout']	['じ', 'めぐ']	bud	1	4	[]	82BD
庄	['ショウ', 'ソ', 'ソウ', 'ホウ']	[]	6	['hamlet', 'in the country', 'level', 'manor', 'village']	['まさ']	shire	1	9	[]	5E84
傘	['サン']	['かさ']	12	['umbrella']	[]	umbrella	1	8	[]	5098
敦	['タイ', 'ダン', 'チョウ', 'トン']	['あつ.い']	12	['industry', 'kindliness']	['あつ', 'あつし', 'つる', 'のぶ', 'のり']	empathetic	1	9	[]	6566
騎	['キ']	[]	18	['counter for equestrians', 'equestrian', 'riding on horses']	[]	equestrian	1	8	[]	9A0E
寧	['ネイ']	['むし.ろ']	14	['peaceful', 'preferably', 'quiet', 'rather', 'tranquility']	['あき', 'やす', 'やすし', 'よし']	rather	1	8	[]	5BE7
循	['ジュン']	[]	12	['follow', 'sequential']	[]	sequential	1	8	[]	5FAA
忍	['ニン']	['しの.ばせる', 'しの.ぶ']	7	['bear', 'conceal', 'endure', 'put up with', 'secrete', 'sneak', 'spy']	['おし']	endure	1	8	[]	5FCD
怠	['タイ']	['おこた.る', 'なま.ける']	9	['laziness', 'neglect']	[]	neglect	1	8	[]	6020
如	['ジョ', 'ニョ']	['ごと.し']	6	['as if', 'best', 'better', 'equal', 'like', 'likeness', 'such as']	['き', 'ね', 'ゆき', 'よし']	likeness	1	8	[]	5982
寮	['リョウ']	[]	15	['dormitory', 'hostel', 'tea pavillion', 'villa']	[]	dormitory	1	8	[]	5BEE
祐	['ウ', 'ユウ']	['たす.ける']	9	['help']	['さち', 'すけ', 'たすく', 'ひろ', 'ひろし', 'まさ', 'よし']	ancestral tablet	1	9	[]	7950
鵬	['ホウ']	['おおとり']	19	['phoenix']	[]	roc	1	9	[]	9D6C
鉛	['エン']	['なまり']	13	['lead']	[]	lead (metal)	1	8	[]	925B
珠	['シュ']	['たま']	10	['gem', 'jewel', 'pearl']	['す', 'とも', 'ま', 'み']	pearl	1	8	[]	73E0
凝	['ギョウ']	['こ.らす', 'こ.る', 'こご.らす', 'こご.らせる', 'こご.る']	16	['be absorbed in', 'congeal', 'freeze', 'stiff']	[]	congeal	1	8	[]	51DD
苗	['ビョウ', 'ミョウ']	['なえ', 'なわ-']	8	['sapling', 'seedling', 'shoot']	['ねい', 'のら', 'みう', 'みつ']	seedling	1	8	[]	82D7
獣	['ジュウ']	['けだもの', 'けもの']	16	['animal', 'beast']	[]	animal	1	8	[]	7363
哀	['アイ']	['あわ.れ', 'あわ.れむ', 'かな.しい']	9	['grief', 'pathetic', 'pathos', 'pity', 'sorrow', 'sympathize']	[]	pathetic	1	8	[]	54C0
跳	['チョウ']	['-と.び', 'と.ぶ', 'は.ねる']	13	['buck', 'hop', 'jerk', 'leap up', 'prance', 'snap', 'splash', 'spring', 'sputter']	[]	hop	1	8	[]	8DF3
匠	['ショウ']	['たくみ']	6	['artisan', 'carpenter', 'workman']	[]	artisan	1	8	[]	5320
垂	['スイ']	['-た.れ', 'た.らす', 'た.れ', 'た.れる', 'なんなんと.す']	8	['droop', 'hang', 'slouch', 'suspend']	['たる', 'だれ']	droop	1	6	[]	5782
蛇	['イ', 'ジャ', 'ダ', 'ヤ']	['へび']	11	['hard drinker', 'serpent', 'snake']	['あぶ', 'み']	snake	1	8	[]	86C7
澄	['チョウ']	['-す.ます', 'す.ます', 'す.む']	15	['be clear', 'clarify', 'clear', 'look grave', 'lucidity', 'settle', 'strain']	['きよ', 'すす', 'すみ', 'み']	lucidity	1	8	[]	6F84
縫	['ホウ']	['ぬ.う']	16	['embroider', 'sew', 'stitch']	['ぬい']	sew	1	8	[]	7E2B
僧	['ソウ']	[]	13	['Buddhist priest', 'monk']	[]	Buddhist priest	1	8	[]	50E7
眺	['チョウ']	['なが.める']	11	['look at', 'scrutinize', 'see', 'stare', 'watch']	[]	stare	1	8	[]	773A
亘	['カン', 'コウ', 'セン']	['もと.める', 'わた.る']	6	['extend over', 'range', 'span']	['とうる', 'のぶ', 'ひさし', 'わたる']	span	1	9	[]	4E98
呉	['ゴ']	['く.れる', 'くれ']	7	['do something for', 'give', 'kingdom of Wu']	['ぐ']	give	1	8	[]	5449
凡	['ハン', 'ボン']	['おうよ.そ', 'およ.そ', 'すべ.て']	3	['commonplace', 'mediocre', 'ordinary']	['なみ', 'ひろ', 'みな']	mediocre	1	8	[]	51E1
憩	['ケイ']	['いこ.い', 'いこ.う']	16	['recess', 'relax', 'repose', 'rest']	[]	recess	1	8	[]	61A9
媛	['エン']	['ひめ']	12	['beautiful woman', 'princess']	[]	beautiful woman	1	8	[]	5A9B
溝	['コウ']	['みぞ']	13	['10**32', 'ditch', 'drain', 'gutter', 'sewer']	['どぶ']	gutter	1	8	[]	6E9D
恭	['キョウ']	['うやうや.しい']	10	['respect', 'reverent']	['きよ', 'やす', 'やすし', 'ゆき', 'よし']	respect	1	8	[]	606D
刈	['カイ', 'ガイ']	['か.る']	4	['clip', 'cut', 'prune', 'reap', 'trim']	['かっ', 'かり']	reap	1	8	[]	5208
睡	['スイ']	['ねむ.い', 'ねむ.る']	13	['die', 'drowsy', 'sleep']	[]	drowsy	1	8	[]	7761
錯	['サク', 'シャク']	[]	16	['be in disorder', 'confused', 'mix']	[]	confused	1	8	[]	932F
伯	['ハク']	[]	7	['Brazil', 'chief', 'count', 'earl', 'uncle']	['いき', 'えき', 'か', 'き', 'は', 'ひろ']	chief	1	8	[]	4F2F
笹	[]	['ささ']	11	['(kokuji)', 'bamboo grass']	['さ', 'さき', 'しの', 'じね']	bamboo grass	1	9	[]	7B39
穀	['コク']	[]	14	['cereals', 'grain']	['たけ']	cereals	1	6	[]	7A40
陵	['リョウ']	['みささぎ']	11	['hill', 'imperial tomb', 'mausoleum', 'mound']	[]	mausoleum	1	8	[]	9675
霧	['ブ', 'ボウ', 'ム']	['きり']	19	['fog', 'mist']	[]	fog	1	8	[]	9727
魂	['コン']	['たま', 'たましい']	14	['soul', 'spirit']	[]	soul	1	8	[]	9B42
弊	['ヘイ']	[]	15	['abuse', 'breakage', 'evil', 'vice']	[]	abuse	1	8	[]	5F0A
妃	['ヒ']	['きさき']	6	['princess', 'queen']	['き', 'ぴ', 'み']	queen	1	8	[]	5983
舶	['ハク']	[]	11	['liner', 'ship']	[]	liner	1	8	[]	8236
餓	['ガ']	['う.える']	15	['hungry', 'starve', 'thirst']	[]	starve	1	8	[]	9913
窮	['キュウ', 'キョウ']	['きわ.まり', 'きわ.まる', 'きわ.み', 'きわ.める']	15	['cornered', 'destitute', 'hard up', 'perplexed', 'suffer']	[]	hard up	1	8	[]	7AAE
掌	['ショウ']	['たなごころ', 'てのひら']	12	['administer', 'conduct', 'manipulate', 'palm of hand', 'rule']	[]	manipulate	1	8	[]	638C
麗	['レイ']	['うら.らか', 'うるわ.しい']	19	['beautiful', 'graceful', 'lovely', 'resplendent']	['ま', 'よし', 'り']	lovely	1	8	[]	9E97
綾	['リン']	['あや']	14	['design', 'figured cloth', 'twill']	['りょう']	damask	1	9	[]	7DBE
臭	['シュウ']	['-くさ.い', 'くさ.い', 'にお.い', 'にお.う']	9	['be bright', 'be fragrant', 'fragrance', 'glow', 'ill-smelling', 'odor', 'savor', 'stink', 'stinking', 'suspicious looking']	[]	stinking	1	8	[]	81ED
悦	['エツ']	['よろこ.ばす', 'よろこ.ぶ']	10	['ecstasy', 'joy', 'rapture']	['や', 'よし']	ecstasy	1	8	[]	60A6
刃	['ジン', 'ニン']	['き.る', 'は', 'やいば']	3	['blade', 'edge', 'sword']	['ち', 'と']	blade	1	8	[]	5203
縛	['バク']	['しば.る']	16	['arrest', 'bind', 'restrain', 'tie', 'truss']	[]	truss	1	8	[]	7E1B
暦	['リャク', 'レキ']	['こよみ']	14	['almanac', 'calendar']	[]	calendar	1	8	[]	66A6
宜	['ギ']	['よろ.しい', 'よろ.しく']	8	['best regards', 'good']	['き', 'たか', 'のぶ', 'のり', 'よし']	best regards	1	8	[]	5B9C
盲	['モウ']	['めくら']	8	['blind', 'blind man', 'ignoramus']	[]	blind	1	8	[]	76F2
粋	['スイ']	['いき']	10	['chic', 'choice', 'cream', 'elite', 'essence', 'pith', 'purity', 'style']	[]	chic	1	8	[]	7C8B
辱	['ジョク']	['はずかし.める']	10	['embarrass', 'humiliate', 'shame']	[]	embarrass	1	8	[]	8FB1
毅	['キ', 'ギ']	['つよ.い']	15	['strong']	['あつし', 'こわし', 'たけ', 'たけし', 'つよ', 'つよし', 'とし', 'はたす', 'み']	stalwart	1	9	[]	6BC5
轄	['カツ']	['くさび']	17	['control', 'wedge']	[]	control	1	8	[]	8F44
猿	['エン']	['さる']	13	['monkey']	['さ', 'さわ', 'ざる', 'まし']	monkey	1	8	[]	733F
弦	['ゲン']	['つる']	8	['bowstring', 'chord', 'hypotenuse']	[]	bowstring	1	8	[]	5F26
