kanji	on_readings	kun_readings	stroke_count	meanings	name_readings	heisig_en	jlpt	grade	notes	unicode
稔	['ジン', 'ニン', 'ネン']	['みの.る', 'みのり']	13	['harvest', 'ripen']	['とし', 'なり', 'なる', 'ね', 'み', 'みのる']	bear fruit	1	9	[]	7A14
窒	['チツ']	[]	11	['obstruct', 'plug up']	[]	plug up	1	8	[]	7A92
炊	['スイ']	['-だ.き', 'た.く']	8	['boil', 'cook']	['い']	cook	1	8	[]	708A
洪	['コウ']	[]	9	['deluge', 'flood', 'vast']	['ほん']	deluge	1	8	[]	6D2A
摂	['ショウ', 'セツ']	['おさ.める', 'かね.る', 'と.る']	13	['absorb', 'act in addition to', 'surrogate', 'take in', 'vicarious']	['せっ']	vicarious	1	8	[]	6442
飽	['ホウ']	['あ.かす', 'あ.きる', 'あ.く']	13	['bored', 'sated', 'satiate', 'tired of']	['あき', 'あく']	sated	1	8	[]	98FD
冗	['ジョウ']	[]	4	['superfluous', 'uselessness']	[]	superfluous	1	8	[]	5197
桃	['トウ']	['もも']	10	['peach']	['み', 'もの']	peach tree	1	8	[]	6843
狩	['シュ']	['-が.り', 'か.り', 'か.る']	9	['gather', 'hunt', 'raid']	['かり']	hunt	1	8	[]	72E9
朱	['シュ']	['あけ']	6	['bloody', 'cinnabar', 'red', 'scarlet', 'vermilion']	['あ', 'あか', 'あき', 'す']	vermilion	1	8	[]	6731
渦	['カ']	['うず']	12	['eddy', 'vortex', 'whirlpool']	[]	whirlpool	1	8	[]	6E26
紳	['シン']	[]	11	['gentleman', 'good belt', 'sire']	['まこと']	sire	1	8	[]	7D33
枢	['シュ', 'スウ']	['からくり', 'とぼそ']	8	['center of things', 'door', 'hinge', 'pivot']	[]	hinge	1	8	[]	67A2
碑	['ヒ']	['いしぶみ']	14	['monument', 'tombstone']	[]	tombstone	1	8	[]	7891
鍛	['タン']	['きた.える']	17	['discipline', 'forge', 'train']	['か']	forge	1	8	[]	935B
刀	['トウ']	['かたな', 'そり']	2	['knife', 'saber', 'sword']	['き', 'ち', 'と', 'わき']	sword	1	2	[]	5200
鼓	['コ']	['つづみ']	13	['beat', 'drum', 'muster', 'rouse']	[]	drum	1	8	[]	9F13
裸	['ラ']	['はだか']	13	['naked', 'nude', 'partially clothed', 'uncovered']	[]	naked	1	8	[]	88F8
猶	['ユ', 'ユウ']	['なお']	12	['furthermore', 'still', 'yet']	[]	furthermore/waver	1	8	[]	7336
塊	['カイ', 'ケ']	['かたまり', 'つちくれ']	13	['chunk', 'clod', 'clot', 'lump', 'mass']	[]	clod	1	8	[]	584A
旋	['セン']	['いばり', 'め.ぐる']	11	['go around', 'rotation']	['せ', 'めぐり']	rotation	1	8	[]	65CB
弓	['キュウ']	['ゆみ']	3	['bow', 'bow (archery, violin)']	['こ', 'ゆ']	bow	1	2	[]	5F13
幣	['ヘイ']	['ぬさ']	15	['Shinto offerings of cloth', 'bad habit', 'cash', 'cut paper', 'gift', 'humble prefix', 'rope']	['しで']	cash	1	8	[]	5E63
膜	['マク']	[]	14	['membrane']	[]	membrane	1	8	[]	819C
扇	['セン']	['おうぎ']	10	['fan', 'folding fan']	['おう', 'おおぎ']	fan	1	8	[]	6247
腸	['チョウ']	['はらわた', 'わた']	13	['bowels', 'guts', 'intestines', 'viscera']	[]	intestines	1	4	[]	8178
槽	['ソウ']	['ふね']	15	['tank', 'tub', 'vat']	[]	vat	1	8	[]	69FD
慈	['ジ']	['いつく.しむ']	13	['mercy']	['しげ', 'ちか', 'めぐみ', 'よし']	mercy	1	8	[]	6148
楊	['ヨウ']	['やなぎ']	13	['willow']	['やな']	purple willow	1	9	[]	694A
伐	['カ', 'ハツ', 'バツ', 'ボチ']	['う.つ', 'き.る', 'そむ.く']	6	['attack', 'fell', 'punish', 'strike']	[]	fell	1	8	[]	4F10
駿	['シュン', 'スン']	['すぐ.れる']	17	['a fast person', 'a good horse', 'speed']	['する', 'とし', 'はやお', 'はやし']	steed	1	9	[]	99FF
漬	['シ']	['-づ.け', '-づけ', 'つ.かる', 'つ.ける']	14	['moisten', 'pickling', 'soak', 'steep']	[]	pickling	1	8	[]	6F2C
糾	['キュウ']	['ただ.す']	9	['ask', 'investigate', 'twist', 'verify']	[]	twist	1	8	[]	7CFE
亮	['リョウ']	['あきらか']	9	['clear', 'help']	['あき', 'あきら', 'きょう', 'すけ', 'たすく', 'ふさ', 'まこと', 'よし']	translucent	1	9	[]	4EAE
墳	['フン']	[]	15	['mound', 'tomb']	[]	tomb	1	8	[]	58B3
坪	['ヘイ']	['つぼ']	8	['approx. thirty-six sq ft', 'two-mat area']	[]	two-mat area	1	8	[]	576A
紺	['コン']	[]	11	['dark blue', 'navy']	[]	navy blue	1	8	[]	7D3A
娯	['ゴ']	[]	10	['pleasure', 'recreation']	[]	recreation	1	8	[]	5A2F
椿	['チュン', 'チン']	['つばき']	13	['camellia']	['つば']	camellia	1	9	[]	693F
舌	['ゼツ']	['した']	6	['clapper', 'reed', 'tongue']	[]	tongue	1	5	[]	820C
羅	['ラ']	['うすもの']	19	['Rome', 'arrange', 'gauze', 'spread out', 'thin silk']	[]	gauze	1	8	[]	7F85
峡	['キョウ', 'コウ']	['はざま']	9	['gorge', 'ravine']	['き', 'ば']	gorge	1	8	[]	5CE1
俸	['ホウ']	[]	10	['salary', 'stipend']	[]	stipend	1	8	[]	4FF8
厘	['リン']	[]	9	['1/10 bu', '1/10 sen', 'rin']	[]	rin	1	8	[]	5398
峰	['ホウ']	['ね', 'みね']	10	['peak', 'summit']	['ぶ', 'ほ']	summit	1	8	[]	5CF0
圭	['ケ', 'ケイ']	[]	6	['angle', 'corner', 'edge', 'square jewel']	['か', 'かど', 'きよ', 'きよし', 'たま', 'よし']	square jewel	1	9	[]	572D
醸	['ジョウ']	['かも.す']	20	['brew', 'cause']	[]	brew	1	8	[]	91B8
蓮	['レン']	['はす', 'はちす']	13	['lotus']	[]	lotus	1	9	[]	84EE
弔	['チョウ']	['とぶら.う', 'とむら.う']	4	['condolences', 'funeral', 'mourning']	[]	condolences	1	8	[]	5F14
乙	['イツ', 'オツ']	['おと-', 'きのと']	1	['duplicate', 'fishhook radical (no. 5)', 'strange', 'the latter', 'witty']	[]	fishguts	1	8	[]	4E59
汁	['ジュウ']	['-しる', 'しる', 'つゆ']	5	['broth', 'gravy', 'juice', 'pus', 'sap', 'soup']	[]	soup	1	8	[]	6C41
尼	['ニ']	['あま']	5	['nun']	[]	nun	1	8	[]	5C3C
遍	['ヘン']	['あまね.く']	12	['everywhere', 'generally', 'times', 'widely']	[]	everywhere	1	8	[]	904D
衡	['コウ']	[]	16	['equilibrium', 'measuring rod', 'scale']	['ひら']	equilibrium	1	8	[]	8861
薫	['クン']	['かお.る']	16	['be scented', 'fragrant', 'send forth fragrance', 'smoke (tobacco)']	['かおり', 'かおる', 'かほ', 'かほる', 'くに', 'しげ', 'にほ', 'のぶ', 'よし']	fragrant	1	8	[]	85AB
猟	['リョウ']	['か.る', 'かり']	11	['bag', 'game', 'game-hunting', 'shooting']	[]	game-hunting	1	8	[]	731F
羊	['ヨウ']	['ひつじ']	6	['sheep']	['よ']	sheep	1	3	[]	7F8A
款	['カン']	[]	12	['article', 'collusion', 'friendship', 'goodwill', 'section']	['まさ']	goodwill	1	8	[]	6B3E
閲	['エツ']	['けみ.する']	15	['inspection', 'review', 'revision']	[]	review	1	8	[]	95B2
偵	['テイ']	[]	11	['spy']	[]	spy	1	8	[]	5075
喝	['カツ']	[]	11	['hoarse', 'scold']	[]	hoarse	1	8	[]	559D
敢	['カン']	['あ.えず', 'あ.えて', 'あ.えない']	12	['bold', 'brave', 'daring', 'pitiful', 'sad', 'tragic']	[]	daring	1	8	[]	6562
胎	['タイ']	[]	9	['uterus', 'womb']	[]	womb	1	8	[]	80CE
酵	['コウ']	[]	14	['fermentation']	[]	fermentation	1	8	[]	9175
憤	['フン']	['いきどお.る']	15	['anger', 'aroused', 'be indignant', 'resent']	[]	aroused	1	8	[]	61A4
豚	['トン']	['ぶた']	11	['pig', 'pork']	[]	pork	1	8	[]	8C5A
遮	['シャ']	['さえぎ.る']	14	['intercept', 'interrupt', 'obstruct']	[]	intercept	1	8	[]	906E
扉	['ヒ']	['とびら']	12	['front door', 'front page', 'title page']	[]	front door	1	8	[]	6249
硫	['リュウ']	[]	12	['sulphur']	[]	sulphur	1	8	[]	786B
赦	['シャ']	[]	11	['forgiveness', 'pardon']	[]	pardon	1	8	[]	8D66
窃	['セツ']	['ぬす.む', 'ひそ.か']	9	['hushed', 'private', 'secret', 'steal', 'stealth']	[]	stealth	1	8	[]	7A83
泡	['ホウ']	['あわ']	8	['bubbles', 'foam', 'froth', 'suds']	[]	bubbles	1	8	[]	6CE1
瑞	['スイ', 'ズイ']	['しるし', 'みず-']	13	['congratulations']	['ず', 'たま', 'みつ']	fortunate	1	9	[]	745E
又	['ユウ']	['また', 'また-', 'また.の-']	2	['furthermore', 'on the other hand', 'or again']	['やす']	or again	1	8	[]	53C8
慨	['ガイ']	['なげ.く']	13	['be sad', 'lament', 'rue', 'sigh']	[]	rue	1	8	[]	6168
紡	['ボウ']	['つむ.ぐ']	10	['spinning']	[]	spinning	1	8	[]	7D21
恨	['コン']	['うら.む', 'うら.めしい']	9	['bear a grudge', 'hatred', 'malice', 'regret', 'resentment']	[]	regret/resentment	1	8	[]	6068
肪	['ボウ']	[]	8	['fat', 'obese']	[]	obese	1	8	[]	80AA
扶	['フ']	['たす.ける']	7	['aid', 'assist', 'help']	[]	aid	1	8	[]	6276
戯	['ギ', 'ゲ']	['ざ.れる', 'じゃ.れる', 'たわむ.れる']	15	['frolic', 'play', 'sport']	[]	frolic	1	8	[]	622F
伍	['ゴ']	['いつつ']	6	['file', 'five', 'five-man squad', 'line']	['あつむ', 'くみ']	V	1	9	[]	4F0D
忌	['キ']	['い.まわしい', 'い.み', 'い.む']	7	['abhor', 'death anniversary', 'detestable', 'mourning']	['いまわ']	mourning	1	8	[]	5FCC
濁	['ジョク', 'ダク']	['にご.す', 'にご.る']	16	['impurity', 'nigori', 'uncleanness', 'voiced', 'wrong']	['にごり']	voiced	1	8	[]	6FC1
奔	['ホン']	['はし.る']	8	['bustle', 'run']	[]	bustle	1	8	[]	5954
斗	['ト', 'トウ']	[]	4	['Big Dipper', 'dots and cross radical (no. 68)', 'sake dipper', 'ten sho (vol)']	['ます']	Big Dipper	1	8	[]	6597
蘭	['ラ', 'ラン']	[]	19	['Holland', 'orchid']	['あららぎ', 'か']	orchid	1	9	[]	862D
迅	['ジン']	[]	6	['fast', 'swift']	[]	swift	1	8	[]	8FC5
肖	['ショウ']	['あやか.る']	7	['resemblance']	[]	resemblance	1	8	[]	8096
鉢	['ハチ', 'ハツ']	[]	13	['bowl', 'crown', 'pot', 'rice tub']	[]	bowl	1	8	[]	9262
朽	['キュウ']	['く.ちる']	6	['decay', 'remain in seclusion', 'rot']	['くつ']	decay	1	8	[]	673D
殻	['カク', 'コク', 'バイ']	['から', 'がら']	11	['husk', 'nut shell']	[]	husk	1	8	[]	6BBB
享	['キョウ', 'コウ']	['う.ける']	8	['answer (phone)', 'catch', 'enjoy', 'get', 'receive', 'take', 'undergo']	['たか', 'たかし', 'とおる', 'みち']	receive	1	8	[]	4EAB
秦	['シン']	['はた']	10	['Manchu dynasty', 'name given to naturalized foreigners']	['たい', 'はだ', 'やす']	Manchu dynasty	1	9	[]	79E6
茅	['ボウ', 'ミョウ']	['かや', 'ちがや']	8	['miscanthus reed']	['じ', 'ち']	grassy reed	1	9	[]	8305
藩	['ハン']	[]	18	['clan', 'enclosure']	[]	clan	1	8	[]	85E9
沙	['サ', 'シャ']	['すな', 'よなげる']	7	['sand']	[]	grains of sand	1	8	[]	6C99
輔	['フ', 'ホ']	['たす.ける']	14	['help']	['すけ', 'たすく', 'ゆう']	reinforce	1	9	[]	8F14
媒	['バイ']	['なこうど']	12	['go-between', 'mediator']	[]	mediator	1	8	[]	5A92
鶏	['ケイ']	['とり', 'にわとり']	19	['chicken']	[]	chicken	1	8	[]	9D8F
禅	['セン', 'ゼン']	['しずか', 'ゆず.る']	13	['Zen', 'silent meditation']	[]	Zen	1	8	[]	7985
嘱	['ショク']	['しょく.する', 'たの.む']	15	['entrust', 'request', 'send a message']	[]	entrust	1	8	[]	5631
胴	['ドウ']	[]	10	['hub of wheel', 'hull (ship)', 'torso', 'trunk']	[]	trunk	1	8	[]	80F4
迭	['テツ']	[]	8	['alternation', 'transfer']	[]	transfer/alternate	1	8	[]	8FED
挿	['ソウ']	['さ.す', 'はさ.む']	10	['graft', 'insert', 'put in', 'wear (sword)']	[]	insert	1	8	[]	633F
嵐	['ラン']	['あらし']	12	['storm', 'tempest']	['ぞれ']	storm	1	8	[]	5D50
椎	['スイ', 'ツイ']	['う.つ', 'つち']	12	['chinquapin', 'mallet', 'spine']	['しい']	sweet oak	1	8	[]	690E
絹	['ケン']	['きぬ']	13	['silk']	[]	silk	1	6	[]	7D79
陪	['バイ']	[]	11	['accompany', 'attend on', 'follow', 'obeisance']	[]	obeisance/auxiliary	1	8	[]	966A
剖	['ボウ']	[]	10	['divide']	[]	divide	1	8	[]	5256
譜	['フ']	[]	19	['genealogy', 'music', 'musical score', 'note', 'staff', 'table']	[]	musical score	1	8	[]	8B5C
郁	['イク']	[]	9	['cultural progress', 'perfume']	['あや', 'い', 'か', 'かおる', 'ふみ', 'ゆう']	cultured	1	9	[]	90C1
悠	['ユウ']	[]	11	['distant', 'leisure', 'long time', 'permanence']	['ゆ']	permanence/remote	1	8	[]	60A0
淑	['シュク']	['しと.やか']	11	['gentle', 'graceful', 'pure']	['すく', 'とし', 'よし']	graceful	1	8	[]	6DD1
帆	['ハン']	['ほ']	6	['sail']	[]	sail	1	8	[]	5E06
暁	['キョウ', 'ギョウ']	['あかつき', 'さと.る']	12	['dawn', 'daybreak', 'in the event']	['あき', 'あきら', 'あけ', 'さと', 'さとる', 'てる']	daybreak	1	8	[]	6681
傑	['ケツ']	['すぐ.れる']	13	['excellence', 'greatness']	['すぐ', 'たけ', 'まさ']	greatness	1	8	[]	5091
楠	['ゼン', 'ダン', 'ナン', 'ネン']	['くす', 'くすのき']	13	['camphor tree']	['くず', 'な']	camphor tree	1	9	[]	6960
笛	['テキ']	['ふえ']	11	['bagpipe', 'clarinet', 'flute', 'piccolo', 'pipe', 'whistle']	['う']	flute	1	3	[]	7B1B
玲	['レイ']	[]	9	['sound of jewels']	['あき', 'あきら', 'たま', 'りょう', 'れ']	tinkling	1	9	[]	73B2
奴	['ド']	['やっこ', 'やつ']	5	['fellow', 'guy', 'manservant', 'slave']	['ぬ']	guy	1	8	[]	5974
錠	['ジョウ']	[]	16	['fetters', 'lock', 'shackles']	[]	lock	1	8	[]	9320
拳	['ケン', 'ゲン']	['こぶし']	10	['fist']	[]	fist	1	8	[]	62F3
翔	['ショウ']	['かけ.る', 'と.ぶ']	12	['fly', 'soar']	['か']	soar	1	9	[]	7FD4
遷	['セン']	['うつ.す', 'うつ.る', 'みやこがえ']	15	['change', 'move', 'transition']	[]	transition	1	8	[]	9077
拙	['セツ']	['つたな.い']	8	['bungling', 'clumsy', 'unskillful']	[]	bungling	1	8	[]	62D9
侍	['シ', 'ジ']	['さむらい', 'はべ.る']	8	['samurai', 'serve', 'wait upon', 'waiter']	['かみ']	waiter	1	8	[]	4F8D
尺	['シャク', 'セキ']	['さし']	4	['Japanese foot', 'measure', 'rule', 'scale', 'shaku']	[]	shaku	1	6	[]	5C3A
峠	[]	['とうげ']	9	['(kokuji)', 'climax', 'crest', 'mountain pass', 'mountain peak']	[]	mountain peak/mountain pass	1	8	[]	5CE0
篤	['トク']	['あつ.い']	16	['cordial', 'deliberate', 'fervent', 'kind', 'serious']	[]	fervent	1	8	[]	7BE4
肇	['ジョウ', 'チョウ', 'トウ']	['はじ.める', 'はじめ']	14	['beginning']	['ただし', 'とし', 'はつ']	founding	1	9	[]	8087
渇	['カツ']	['かわ.く']	11	['dry up', 'parch', 'thirst']	[]	thirst	1	8	[]	6E07
叔	['シュク']	[]	8	['uncle', 'youth']	['よし']	uncle	1	8	[]	53D4
雌	['シ']	['め-', 'めす', 'めん']	14	['female', 'feminine']	[]	feminine/female	1	8	[]	96CC
亨	['キョウ', 'コウ', 'ホウ']	['とお.る']	7	['go smoothly', 'pass through']	['あき', 'あきら', 'とうる', 'とおる', 'とおるふ', 'なが', 'みち', 'ゆき']	go smoothly	1	9	[]	4EA8
堪	['カン', 'タン']	['こた.える', 'こら.える', 'た.える', 'たま.る']	12	['endure', 'resist', 'support', 'withstand']	[]	withstand	1	8	[]	582A
叙	['ジョ']	['つい.ず', 'ついで']	9	['confer', 'describe', 'narrate', 'relate']	[]	confer	1	8	[]	53D9
酢	['サク']	['す']	12	['acid', 'sour', 'tart', 'vinegar']	[]	vinegar	1	8	[]	9162
吟	['ギン']	[]	7	['recital', 'singing', 'versify']	[]	versify	1	8	[]	541F
逓	['テイ']	['かわ.る', 'たがいに']	10	['in turn', 'relay', 'sending']	[]	parcel post	1	8	[]	9013
嶺	['リョウ', 'レイ']	['みね']	17	['peak', 'summit']	['ね']	mountaintop	1	9	[]	5DBA
甚	['ジン']	['はなは.だ', 'はなは.だしい']	9	['exceedingly', 'great', 'tremendously', 'very']	['じ']	tremendously	1	8	[]	751A
喬	['キョウ']	['たか.い']	12	['boasting', 'high']	['たか', 'たかし']	heaven-high	1	9	[]	55AC
崇	['スウ']	['あが.める']	11	['adore', 'respect', 'revere', 'worship']	['す', 'たか', 'たかし', 'たかむ']	adore	1	8	[]	5D07
漆	['シツ']	['うるし']	14	['lacquer', 'seven', 'varnish']	['うる']	lacquer	1	8	[]	6F06
岬	['コウ']	['みさき']	8	['cape', 'headland', 'promontory', 'spit']	['さき']	headland	1	8	[]	5CAC
癖	['ヘキ']	['くせ', 'くせ.に']	18	['fault', 'habit', 'kink', 'mannerism', 'trait', 'vice']	[]	mannerism	1	8	[]	7656
愉	['ユ']	['たの.しい', 'たの.しむ']	12	['happy', 'pleasure', 'rejoice']	['ゆう']	pleasure	1	8	[]	6109
寅	['イン']	['とら']	11	['3-5AM', 'sign of the tiger', 'third sign of Chinese zodiac']	['とも', 'のぶ']	sign of the tiger	1	9	[]	5BC5
礁	['ショウ']	[]	17	['reef', 'sunken rock']	[]	reef	1	8	[]	7901
乃	['アイ', 'ダイ', 'ナイ', 'ノ']	['すなわ.ち', 'なんじ', 'の']	2	['accordingly', 'from', 'possessive particle', 'whereupon']	['お', 'おさむ', 'のり']	from	1	9	[]	4E43
洲	['シュウ', 'ス']	['しま']	9	['continent', 'country', 'island', 'sandbar']	[]	continent	1	9	[]	6D32
屯	['トン']	['たむろ']	4	['barracks', 'camp', 'police station', 'ton']	[]	barracks	1	8	[]	5C6F
樺	['カ']	['かば', 'かんば']	14	['birch', 'dark red']	['かも', 'から', 'かん']	birch	1	9	[]	6A3A
槙	['シン', 'テン']	['こずえ', 'まき']	14	['ornamental evergreen', 'twig']	[]	Chinese black pine	1	9	[]	69D9
姻	['イン']	[]	9	['marry', 'matrimony']	[]	matrimony	1	8	[]	59FB
巌	['ガン']	['いわ', 'いわお', 'けわ.しい']	20	['boulder', 'crag', 'rock']	['よし']	boulder [old]	1	9	[]	5DCC
擬	['ギ']	['まが.い', 'もど.き']	17	['aim (a gun) at', 'imitate', 'mimic', 'nominate']	[]	mimic	1	8	[]	64EC
塀	['ヘイ', 'ベイ']	[]	12	['(kokuji)', 'fence', 'wall']	[]	fence	1	8	[]	5840
唇	['シン']	['くちびる']	10	['lips']	[]	lips	1	8	[]	5507
睦	['ボク', 'モク']	['むつ.ぶ', 'むつ.まじい', 'むつ.む']	13	['friendly', 'harmonious', 'intimate']	['あつ', 'ちか', 'む', 'むつ', 'むね', 'よし']	intimate	1	8	[]	7766
閑	['カン']	[]	12	['leisure']	['が', 'より']	leisure	1	8	[]	9591
胡	['ウ', 'コ', 'ゴ']	['なんぞ']	9	['barbarian', 'foreign']	['えびす', 'くる']	uncivilized	1	9	[]	80E1
幽	['ユウ']	['かす.か', 'くら.い', 'しろ.い', 'ふか.い']	9	['calm', 'confine to a room', 'dark', 'deep', 'faint', 'profound', 'seclude', 'secluded', 'tranquil']	[]	seclude/faint	1	8	[]	5E7D
峻	['シュン']	['けわ.しい', 'たか.い']	10	['high', 'steep']	['おか', 'たか', 'たかし', 'ちか', 'とし']	steep	1	9	[]	5CFB
曹	['ソウ', 'ゾウ']	[]	11	['comrade', 'fellow', 'office', 'official']	[]	cadet	1	8	[]	66F9
詠	['エイ']	['うた.う', 'よ.む']	12	['composing', 'poem', 'recitation', 'song']	['うた', 'え', 'ええ']	recitation	1	8	[]	8A60
卑	['ヒ']	['いや.しい', 'いや.しむ', 'いや.しめる']	9	['base', 'despise', 'lowly', 'vile', 'vulgar']	[]	lowly	1	8	[]	5351
侮	['ブ']	['あなず.る', 'あなど.る']	8	['contempt', 'despise', 'make light of', 'scorn']	[]	scorn	1	8	[]	4FAE
鋳	['イ', 'シュ', 'シュウ', 'チュウ']	['い.る']	15	['casting', 'mint']	[]	casting	1	8	[]	92F3
抹	['マツ']	[]	8	['erase', 'paint', 'rub']	[]	rub	1	8	[]	62B9
尉	['イ', 'ジョウ']	[]	11	['jailer', 'military officer', 'old man', 'rank']	[]	military officer	1	8	[]	5C09
槻	['キ']	['つき']	15	['Zelkova tree']	[]	zelkova	1	9	[]	69FB
隷	['レイ']	['したが.う', 'しもべ']	16	['criminal', 'follower', 'prisoner', 'servant', 'slave']	[]	slave	1	8	[]	96B7
禍	['カ']	['わざわい']	13	['calamity', 'curse', 'evil', 'misfortune']	[]	calamity	1	8	[]	798D
蝶	['チョウ']	[]	15	['butterfly']	[]	butterfly	1	9	[]	8776
酪	['ラク']	[]	13	['broth', 'dairy products', 'fruit juice', 'whey']	[]	dairy products	1	8	[]	916A
茎	['キョウ', 'ケイ']	['くき']	8	['stalk', 'stem']	[]	stalk	1	8	[]	830E
帥	['スイ']	[]	9	['commander', 'governor', 'leading troops']	[]	commander	1	8	[]	5E25
逝	['セイ']	['い.く', 'ゆ.く']	10	['departed', 'die']	[]	departed	1	8	[]	901D
汽	['キ']	[]	7	['steam', 'vapor']	[]	vapor	1	2	[]	6C7D
琢	['タク']	['みが.く']	11	['polish']	['あや', 'たか']	hone	1	9	[]	7422
匿	['トク']	['かくま.う']	10	['hide', 'shelter', 'shield']	[]	hide	1	8	[]	533F
襟	['キン']	['えり']	18	"['collar', 'lapel', 'neck', ""one's inner feelings""]"	[]	collar	1	8	[]	895F
蛍	['ケイ']	['ほたる']	11	['firefly', 'lightning-bug']	[]	lightning-bug	1	8	[]	86CD
蕉	['ショウ']	[]	15	['banana', 'plantain']	[]	banana	1	9	[]	8549
寡	['カ']	[]	14	['few', 'minority', 'widow']	[]	widow	1	8	[]	5BE1
琉	['リュウ', 'ル']	[]	11	['gem', 'lapis lazuli', 'precious stone']	[]	lapis lazuli	1	9	[]	7409
痢	['リ']	[]	12	['diarrhea']	[]	diarrhea	1	8	[]	75E2
庸	['ヨウ']	[]	11	['commonplace', 'employment', 'ordinary']	['つね', 'のぶ', 'やす']	commonplace/comfortable	1	8	[]	5EB8
朋	['ホウ']	['とも']	8	['companion', 'friend']	[]	companion	1	9	[]	670B
坑	['コウ']	[]	7	['hole', 'pit']	[]	pit	1	8	[]	5751
藍	['ラン']	['あい']	18	['indigo']	[]	indigo	1	8	[]	85CD
賊	['ゾク']	[]	13	['burglar', 'rebel', 'robber', 'traitor']	[]	burglar	1	8	[]	8CCA
搾	['サク']	['しぼ.る']	13	['squeeze']	[]	squeeze	1	8	[]	643E
畔	['ハン']	['あぜ', 'くろ', 'ほとり']	10	['levee', 'paddy ridge']	['ぐろ']	paddy-ridge	1	8	[]	7554
遼	['リョウ']	[]	15	['distant']	['はるか']	remote	1	9	[]	907C
唄	['バイ']	['うた', 'うた.う']	10	['ballad', 'song']	[]	pop song	1	8	[]	5504
孔	['ク', 'コウ']	['あな']	4	['cavity', 'exceedingly', 'great', 'hole', 'slit', 'very']	['のり']	cavity	1	8	[]	5B54
橘	['キツ']	['たちばな']	16	['mandarin orange']	['きっ']	mandarin orange	1	9	[]	6A58
漱	['シュウ', 'ス', 'ソウ']	['うがい', 'くちすす.ぐ', 'くちそそ.ぐ', 'すす.ぐ']	14	['gargle', 'rinse mouth']	[]	gargle	1	9	[]	6F31
呂	['リョ', 'ロ']	['せぼね']	7	['backbone', 'spine']	['とも', 'なが']	spine	1	8	[]	5442
拷	['ゴウ']	[]	9	['beat', 'torture']	[]	torture	1	8	[]	62F7
嬢	['ジョウ']	['むすめ']	16	['Miss', 'daughter', 'girl', 'lass']	[]	lass	1	8	[]	5B22
苑	['エン', 'オン']	['う.つ', 'その']	8	['farm', 'garden', 'park']	['あや']	garden	1	9	[]	82D1
巽	['ソン']	['たつみ']	12	['southeast']	[]	southeast	1	9	[]	5DFD
杜	['ズ', 'ト', 'トウ']	['ふさ.ぐ', 'もり', 'やまなし']	7	['grove', 'woods']	[]	temple grove	1	9	[]	675C
渓	['ケイ']	['たに', 'たにがわ']	11	['mountain stream', 'valley']	[]	mountain stream	1	8	[]	6E13
